functional_zone_id,area_id,poi_ids
321,148,"540300,1073876,1073877,1077620,1092486,1100603"
322,28,"197362,209448,229933,229979,230063,230107,230119,230122,230136,230138,230144,230175,230207,230219,230421,230823,230832,230833,230834,230835,230900,236416,236428,236485,236514,238488,238662,238681,599962,940485,940502,1091774,1117233,941514,941650,189875,189880,189885,197482,197490,209309,209387,209393,209395,209396,209441,209444,229944,229945,229959,229962,229966,229969,229986,229990,230087,230785,230790,230793,230807,230812,230815,230827,230873,230884,230904,236747,236801,236810,236813,236814,236817,236821,236824,236831,236835,236837,236845,236846,236848,236852,236854,236856,236865,236869,236876,940486,940487,941437"
323,28,"230814,230819,239261,599956"
324,28,"230764,230769,230982,237916,940519,941661"
325,28,"1078241,1111889,1160138,1183084,190475,236577,943732"
326,28,"190031,230220,236314,238244,238668,238679,734761,941542,1190265,943678,197253,236512,237875,709951,745357,1076473,1077774,1077775,1077776,1082600,1111893"
327,28,"940517,610819,648563,700347,763812,778430,1078238,1078993,1078994,1100319,1160139"
328,137,"200288,330082,505473,505474,505477,522486,621228,621234,621254,621263,621290,621293,621295,621298,621305,621306,621307,621308,621309,621311,621312,621313,621314,621315,621316,621317,621318,621319,621320,621321,621322,621323,621324,621325,621326,621327,621328,621329,621330,621331,621332,621333,621336,621337,621338,621339,621340,621341,621342,621357,621358,621359,621360,621362,621366,621391,621392,622722,622759,699495,699496,699510,699512,699513,699514,699516,699517,699518,699519,699521,1106596"
329,137,"1190863,1076472,1079463,1079464,522487,443,1074280,1075514,1075539,1076430,1076431,1079001,1161172"
330,137,"200203,621348,200200,329960,621367,699503"
331,137,"699474,699475,330026,699469,1191667"
332,137,"699472,699473,699478,699479,699482,699485,1191668,500,510,511,1109599"
333,137,"699483,699484,699490,699493"
334,137,"1075351,1076468,1076469,1076470"
335,137,"522488,622758,621262,699515,1079460,621261,1102909,1073612,1075267"
336,137,"699491,699480,699481"
337,234,"200373,200375,322925,322926,322927,322928,322929,322930,322931,322932,322961,322967,322972,322977,322978,322979,322982,322993,323003,323004,323010,323011,323017,323019,619038,619040,619042,619045,619047,619048,619049,619050,619052,619053,619057,619058,619059,619060,619061,619062,619063,619065,619066,619067,619068,619076,619078,619079,619083,619087,619088,619688,621473,621491,621493,621502,621552,621570,1183692,200316,323006,697593"
338,234,"1192057,619081,619084,323007"
339,234,"619085,323018,323015,619080,1142835"
340,234,"322999,619628,322906,322954,322970,322981,619041,619043,619558"
341,234,"619039,619064,322947,1073847,1073848"
342,234,"200323,322962,322992,322995,323002,323012,323016,323020,619044,619046,619051,621459"
343,234,"322850,1506,1526,2011,1072198,1072303,1072309,1192059"
344,234,"322910,322958,619144,621564"
345,90,"200502,618800,618802,618804,618806,618807,618809,618811,618812,618817,618819,618821,618823,618824,618825,618827,618829,618838,618839,618841,618844,618955,618957,618980,618982,618985,618986,618988,618990,618993,618996,619000,619001,619003,619008,619019,619028,619030,619031,619089,619090,619091,619092,619093,619094,619095,619096,619097,619098,619099,619100,619101,619103,619104,619105,619106,619107,619108,619109,619110,619111,619115,619116,619118,619119,619120,619522,1072199,1074343"
346,90,"618815,618991,619102,619916"
347,90,"619911,1074253,619519"
348,186,"200510,697594,1074425,620027,620031,1265,620604,620619,620669,620709,1072305"
349,186,"620026,620058,620059,620060,620062,1073783,620028,372"
350,186,"620611,620625,620668,620705,622935,623262,623341,623394"
351,186,"200426,620532,620584,620594,621510,699622,1187650,1187651,1187652,1187653,1187654,1187655"
352,186,"620577,1360,1077263,1090825,1108757"
353,186,"200420,200506,622947,1093339,1102913"
354,65,"202423,202424,558005,558852,558854,559168,1106649,1106653,1145966,1160550,558697,202383,202387,1075522,1074023,24442"
355,65,"1145967,202419,558866,1074417,1136637"
356,65,"1177161,1177162,1177163"
357,65,"558929,558928,24443"
358,65,"24449,24469,558698,558856,558892,558893,1074221,24451,24474,24480,558890,559169,1074375,1192104,558683,1078340,1182997,1182998,1182999"
359,65,"1076791,1105477,1106642,1106643,1109588,1109589,1109590,1109591,1145968,1161169,1161203,1189180"
360,40,"203015,1082782,1082783,1088709,1192064,18933,201573,201577,206087,1078294,1103019,1177255,1183027,1183028,1183905"
361,40,"12897,15335,18849,10648,16692,206088"
362,40,"201545,1083717,1103000,16979,24190,1176609"
363,40,"1183635,19050,1078295,1183636,1183934"
364,40,"201401,201572,1074264"
365,40,"16684,16696,18848,24191,202883,24323,1074276,1074298"
366,40,"17186,206085,1087946"
367,40,"18977,201522,206426,1077803"
368,40,"1102995,1102996,1102997"
369,249,"203747,203764,418683,418685,418688,418690,418691,418693,418695,418697,418699,418710,418712,418717,418718,418720,418721,418722,418725,418728,418729,418744,418745,418750,418751,418755,418757,418790,418793,419245,419330,419331,419344,419348,419372,419373,419387,419522,419543,419549,579533,579534,579535,579536,579537,579538,579539,579540,579541,579542,579543,579544,579545,579546,579547,579548,579549,579550,579551,579552,579553,579554,579555,579556,579557,579558,579559,579560,579561,579562,579563,579564,579565,579566,579571,579572,579573,579574,579575,579576,579577,579578,579579,579580,579581,579582,579584,579585,579586,579587,579588,579590,579591,579592,579593,579594,579596,579597,579598,579599,579600,579601,579602,579603,579604,579605,579608,579609,579610,579611,579612,579613,579614,579615,579616,579617,579618,579619,579620,579621,579622,579624,579626,579627,579628,579629,579630,579631,579632,579634,579635,579637,579638,579639,579640,579641,579642,579643,579644,579645,579646,579647,579648,579649,579650,579651,579652,579653,579654,579655,579656,579657,579658,579659,579660,579661,579662,579663,579664,579665,579666,579667,579668,579669,579670,579673,579676,579677,579678,579679,579680,579681,579682,579683,579685,579688,579689,579696,579704,579711,579712,579715,579716,579717,579720,579723,579724,579725,579726,579727,579730,579732,579733,579734,579736,579737,579738,579739,579741,579742,579744,579745,579746,579747,579748,579749,579750,579751,579752,579753,579754,579755,579756,579757,579758,579759,579760,579761,579762,579763,579764,579765,579766,579767,579771,579772,579773,579777,579779,579780,579781,579783,579785,579788,579789,579790,579793,579794,579795,579798,579801,579841,579844,579851,579852,579853,579854,579856,579857,579858,579859,579860,579861,579865,579867,579869,579871,579874,579876,579877,579878,579879,579881,579882,579883,579884,579885,579888,579890,579892,579894,579895,579897,579898,579900,579901,579903,579904,579906,579907,579909,579910,579913,579915,579918,579919,579921,579922,579924,579926,579930,579932,579934,579935,579940,579941,579942,579945,579948,579953,579955,579958,579960,579962,579963,579964,579966,579968,579970,580001,580002,580003,580058,580066,580067,580073,580185,580188,580616,580617,580618,580620,580621,580622,580623,580626,580627,580628,580629,580630,580631,580632,580633,580634,580635,580636,580637,580639,580640,580641,580642,580643,580644,580645,580646,580647,580648,580649,580650,580651,580653,580654,580655,580656,580657,580658,580659,580663,580665,580667,580673,580768,580789,580791,580793,580795,580798,580799,580800,580801,580802,580803,580804,580805,580806,580812,580813,580815,580816,580817,580847,580848,580857,580859,1072327,1190473,1190475,579607"
370,249,"418759,579606,579769,579770,579920,580811,1190476,579880,580609"
371,249,"419257,203739,418680,418698,579625,579671,579784,579796,579797,580625,580652"
372,249,"579583,579787,1077679,1082780"
373,249,"418800,419320,579595,579636,579979,580615,580624,580638,580797,580807,580809,580820,580863"
374,249,"419244,419758,579768,580808,419475,579589,1074303,1181831"
375,249,"418752,419180,419227,419247"
376,195,"206544,699627,699932,1073651,1177494"
377,195,"699832,700090,1177257"
378,195,"699736,699625,699632,700088"
379,195,"206869,206982,699758,1190283,1075449,1075450,1075451,1109066"
380,195,"206541,699704,700117"
381,195,"1474,610761,610762,1073652,1074387,1074390,1176851,1177491,1183626,1183628,1183638,1183639"
382,228,"207562,207767,409087,1092443,1189433,409099,409249,409406,409488,197703,197717,208081,208119,208151,1115604,1171368"
383,228,"218347,404120,404123,404390,406675,406676,408965,197782,207029,207155,207824,208201,405904,406079,406646,406664,406863,407058,407864,408043,408044,1187750"
384,228,"406640,407070,408736,408898,409015,409059,409121,197870,408947,409069,1113215"
385,228,"197904,217653,414803,217616,1114602,1171367,1183695,207738"
386,228,"217604,409280,414844,627296,1074265,1160930,1160931,1183039,1183040,408739,408823,408966,409021,408805,217606,409534"
387,228,"1078969,217567,1430,409536,1074419,1074420,1076625,1076628,1087665,1109606,1109607,1109608,1111066,1113211,1113367,1113548,1113761,1113774,1113775,1114601,1115509,1115510,1169595,1183674,1183693,1183769,1183770,1183775,1184952,1189510,1189511,1189512,1189513,1189514,1189515,1189516,1189517,1189518,1189519,1189520,1189521,1189522,1189523,1189524,1189525,1189526,1189527,1189528,1189529,1189530,1189531,1189532,1189533,1189534,1189535,1189536,1189537,1189538,1189539,1189540,1189541,1189542,1189543,1189544,1189545,1189546,1189547,1189548,1189549,1189550,1189551,1189552,1189553,1189554,1189555,1189556,1189557,1189558,1189559,1189560,1189561,1189562,1189563,1189564,1189565,1189566,1189567,1189568,1189569,1189570,1189571,1189572,1189573,1189574,1189575,1189576,1189577,1189578,1189579,1189580,1189581,1189582,1189583,1189584,1189585,1189586,1189587,1189588,1189589,1189590,1189591,1189592,1189593,1189594,1189595,1189596,1189597,1189598,1189599,1189600,1189601,1189602,1189603,1189604,1189605,1189606,1189607,1189608,1189609,1189610,1189611,1189612,1189613,1189614,1189615,1189616,1189617,1189618,1189619,1189620,1189621,1189622,1189623,1189624,1189625,1189626,1189627,1189628,1189629,1189630,1189631,1189632,1189633,1189634,1189635,1189636,1189637,1189638,1189639,1189640,1189641,1189642,1189643,1189644,1189645,1189646,1189647,1189648,1189649,1189650,1189651,1189652,1189653,1189654,1189655,1189656,1189657,1189658,1189659,1189660,1189661,1189662,1189663,1189664,1189665,1189666,1189667,1189668,1189669,1189670,1189671,1189672,1189673,1189674,1189675,1189676,1189677,1189678,1189679,1189680,1189681,1189682,1189683,1189684,1189685,1189686,1189687,1189688,1189689,1189690,1189691,1189692,1189693,1189694,1189695,1189696,1189697,1189698,1189699,1189700,1189701,1189702,1189703,1189704,1189705,1189706,1189707,1189708,1189709,1189710,1189711,1189712,1189713,1189714,1189715,1189716,1189717,1189718,1189719,1189720,1189721,1189722,1189723,1189724,1189725,1189726,1189727,1189728,1189729,1189730,1189731,1189732,1189733,1189734,1189735,1189736,1189737,1189738,1189739,1189740,1189741,1189742,1189743,1189744,1189745,1189746,1189747,1189748,1189749,1189750,1189751,1189752,1189753,1189754,1189755,1189756,1189757,1189758,1189759,1189760,1189761,1189762,1189763,1189764,1189765,1189766,1189767,1189768,1189769,1189770,1189771,1189772,1189773,1189774,1189775,1189776,1189777,1189778,1189779,1189780,1189781,1189782,1189783,1189784,1189785,1189786,1189787,1189788,1189789,1189790,1189791,1189792,1189793,1189794,1189795,1189796,1189797,1189798,1189799,1189800,1189801,1189802,1189803,1189804,1189805,1189806,1189807,1189808,1189809,1189810,1189811,1189812,1189813,1189814,1189815,1189816,1189817,1189818,1189819,1189820,1189821,1189822,1189823,1189824,1189825,1189826,1189827,1189828,1189829,1189830,1189831,1189832,1189833,1189834,1189835,1189836,1189837,1189838,1189839,1189840,1189841,1189842,1189843,1189844,1189845,1189846,1189847,1189848,1189849,1189850,1189851,1189852,1189853,1189854,1189855,1189856,1189857,1189858,1189859,1189860,1189861,1189862,1189863,1189864,1189865,1189866,1189867,1189868,1189869,1189870,1189871,1189872,1189873,1189874,1189875,1189876,1189877,1189878,1189879,1189880,1189881,1189882,1189883,1189884,1189885,1189886,1189887,1189888,1189889,1189890,1189891,1189892,1189893,1189894,1189895,1189896,1189897,1189898,1189899,1189900,1189901,1189902,1189903,1189904,1189905,1189906,1189907,1189908,1189909,1189910,1189911,1189912,1189913,1189914,1189915,1189916,1189917,1189918,1189919,1189920,1189921,1189922,1189923,1189924,1189925,1189926,1189927,1189928,1189929,1189930,1189931,1189932,1189933,1189934,1189935,1189936,1189937,1189938,1189939,1189940,1189941,1189942,1189943,1189944,1189945,1189946,1189947,1189948,1189949,1189950,1189951,1189952,1189953,1189954,1189955,1189956,1189957,1189958,1189959,1189960,1189961,1189962,1189963,1189964,1189965,1189966,1189967,1189968,1189969,1189970,1189971,1189972,1189973,1189974,1189975,1189976,1189977,1189978,1189979,1189980,1189981,1189982,1189994,1189995,1189996,1189997,1189998,1189999,1190000,1190001,1190002,1190003,1190004,1190005,1190006,1190007,1190008,1190009,1190010,1190011,1190012,1190013,1190014,1190015,1190016,1190017,1190018,1190019,1190020,1190021,1190022,1190023,1190024,1190025,1190026,1190027,1190028,1190029,1190030,1190031,1190032,1190033,1190034,1190035,1190036,1190037,1190038"
388,228,"197250,207735,406474,407424,408963,408964,408987,414829,1177357,408973,1190462,627389,627390,627391,627392,1074421,1074422"
389,228,"56062,207136,409239,409412,1076626"
390,228,"403030,406067,407501,1111067"
391,228,"405590,408953,409240"
392,130,"209593,209602,209610,236645,316001,316006,316013,316024,316027,316050,316052,316053,316119,316131,316154,316155,316269,316278,316300,316308,316315,316320,316326,316328,316338,316351,316370,316376,316412,316439,316440,316441,316442,316443,316444,316468,316501,316532,316779,316790,317058,317120,317122,317125,317127,317129,317132,317137,317139,317140,317142,317227,317268,317300,938873,939918,940066,940079,940082,940093,940094,940095,940161,940176,940192,940209,940226,940227,940249,940272,940310,940322,940333,940554,940560,1071027,1071042,1111817,1114771,1182996,317666,881031,940940,1100321,1100322,187039,209558,209564,209565,209568,209586,209588,209590,209591,209592,209594,209595,209597,209598,209600,209601,209603,209605,209606,209607,209608,209609,209614,209620,209621,209622,209623,209624,209625,209626,209628,237458,237463,237466,314956,316055,316057,316060,316062,316124,316128,316267,316268,316277,316279,316280,316281,316285,316287,316288,316292,316295,316297,316299,316302,316305,316307,316309,316312,316313,316314,316318,316319,316322,316323,316325,316336,316346,316348,316349,316353,316357,316360,316377,316381,316382,316383,316391,316392,316393,316397,316398,316403,316404,316425,316429,316432,316438,316447,316511,317024,317034,317100,317103,317108,317109,317111,317112,317118,317123,317124,317126,317149,317152,317157,317159,317163,317164,317183,317188,317192,317196,317207,317254,317260,317266,317435,880856,880862,880867,880873,880884,880891,938772,938774,938776,939043,939101,939112,939118,939900,939902,939904,939922,939932,939948,939988,940269,940294,940358,940361,940693,1071031,1071032,1071033,1071034,1071035,1071036,1071037,1071038,1071039,1071047,1182982,1182983,1182984,1182985,1182986"
393,130,"316414,316519,316806,940061,940085,940195,940218,237389,185853,186273,236346,236702,316263,940080,940147,940263,940357,941030"
394,130,"939995,940042,185648,185658,209651,209654,236327,236649,236706,237427,237906,314850,314854,315185,315978,316211,316296,316505,316516,316528,316538,316543,316546,316565,316579,316596,316601,316605,316947,317002,317019,317028,317047,317054,317055,317056,317057,317060,317061,317082,317301,317372,317375,317468,317602,599948,938754,938779,938782,939063,939066,939135,939282,939297,939321,939365,939373,939850,939852,939952,939953,939983,940090,940102,940118,940387,940391,940405,940408,940460,940463,940467,940913,940919,940931,940960,940963,941107,941124,941130,941139,941162,941286,941304,941453,941459,1071049,1071051,1071052"
395,130,"187033,686495,939136,939138,940386,940437,940952,1087604,940034,940040,1183326,1189146,316218"
396,130,"940001,940038,236646,236698,316270"
397,130,"185655,939052,187649,236632,940033,940772"
398,130,"316000,316355,939994,1071043,316344,637049"
399,130,"940009,939126,940088,940311,317637,610798,610818,637050,637051,637052,637053,648564,648569,650021,650624,669138,686494,686496,700675,706195,706196,778429,1073944,1076629,1076708,1076709,1076710,1076711,1076712,1076713,1076714,1076715,1076716,1076717,1076718,1076719,1076720,1076721,1076722,1076723,1076724,1076725,1076726,1076727,1076728,1076729,1076884,1076886,1078234,1078235,1078236,1078237,1078239,1100320,1111816,1111818,1111819,1111909,1112884,1112885,1112887,1114868,1176538,1176539,1176585,1182987,1182988,1182989,1183407"
400,130,"185854,236718,316147,939141,940047,940222,940225,1084560,1191842,316262,881777,940509,1076885,1080779,1099403,1111894,1111895"
401,130,"940431,1073941,1073943,1078493,648568"
402,130,"186430,316009,316025,317011,881382,881383,881384,881776,940389,941232,941422,1091743,1135694"
403,130,"209561,209567,940083,940336"
404,130,"637046,637047,648573,648574,648575,648576,648577"
405,121,"242910,244649,1088699,251042,242536,242712,242719,242740,243652,245776,245778,245779,245781,246010,246023,246036,246049,246061,246074,246087,246100,246114,246126,252190,254595,254620,254627,254647,254648,254654,254820,254821,254822,254853,254899,254935,254949,261474,261479,262752,285989,1167013,1077001"
406,121,"1176533,1183359,977262,1087607,1113368,1113371,1113372,1113373,1113375,1113379,1159082,1159083,1169092"
407,121,"246162,261511,1081287"
408,121,"245926,245931,254965,267828,284414"
409,121,"1113377,284309,287876"
410,121,"209083,284300,285122,287855,285419,245800,251098,1080781,1080962,1087608"
411,121,"208918,245755,251100,255053,1088700"
412,121,"244520,267832,1080780"
413,135,"261512,261547,267577,267864,1107984,948247,261612,267517"
414,135,"261460,1113378,1173666,1183358,256207,261587,317770,317771,944794,947568"
415,135,"948250,1075482,1137294"
416,135,"947802,1074053,1074054,1074055,1074056,1074057,1074058,1080960,1080961,1113370,1137289,1137291,1137292,1137293,1148670,1148671,1148672,1148673,1148674"
417,135,"244927,257354,261542,261560,261576,261577,317745,317746,944783,947563,947769,948236,948237,948238,948245,1191847,1191848,1191850,257129,259380,610661,627549,1075436,1080957,1080958,1085884,1085885,1137290"
418,135,"244924,255257,255258,257166,258865,259365,259406,945597"
419,14,"272423,278350,278351,278352,278355,278358,278360,278363,278366,278367,278503,278505,279783,279788,281904,281908,282071,285027,288451,288452,288454,288455,288456,288521,288528,288535,296593,296595,296598,296600,296602,296604,296607,296609,296641,296683,286729,278368,278373,279838,279839,279840,279841,279842,272376,277476,277605,278364,279135,279137,279140,279144,279145,279147,279149,279150,279152"
420,14,"300260,1189040,271227,273550,274686,275683,275685,275900,276693,277935,278504,279093,281118,282050,294315,297194,300344,300349,303917,372599,1190294"
421,14,"372487,274368,277723,284736,698"
422,14,"273185,275046,279335,279337,279638,280832,283735,1081242,1115479,279319,281920,282065,273215,627370,627371,627372,627373,1080929,1115478,1115675"
423,14,"270629,270994,271313,274997,275001,275612,281987,284695,284704,284731,284801"
424,14,"270929,274148,274385,279092,284722,296634,1189131"
425,14,"281992,283547,405961"
426,14,"694,695,1283,1284,1289,610626,610627,1093384,1093385,1100325,1117268,1136301,1177538,1177539,1177540,1177541,1177542,1177543,1177544,1177545,1177546,1177547,1177548,1177549,1177550,1177551,1177552,1177553,1177554,1177556,1177557,1177558,1177559,1177560,1177561,1177562,1177563,1177564,1177565,1177566,1177567,1177568,1177569,1177571,1177572,1177573,1177574,1183202,1183642,1183824,1183825"
427,29,"285146,285147,285149,285151,285152,285154,285157,285159,285180,285182,285184,285186,285187,285188,285189,285190,285192,285194,285195,285196,285197,285198,285199,285200,285201,285202,285209,285210,285213,285219,285223,285225,285228,285229,285234,285254,285261,285264,285268,285269,285270,285271,285273,285274,285275,285279,285281,285282,285283,285284,285285,285286,285296,285297,285298,285306,285307,285309,285314,285352,285355,285357,285362,285365,285368,285380,285384,285392,285399,285401,285490,285502,285503,285504,285505,285507,285508,285509,285510,285511,285530,285531,285535,285537,285541,285546,285547,285548,285549,285555,285560,285561,285562,285564,285566,285568,285572,285573,285584,285644,285645,285646,285647,285648,285649,285650,285651,285652,285653,285654,285655,285656,285657,285658,285659,285660,285661,285662,285663,286221,286235,286239,286240,286246,286256,286265,286266,286270,286276,286284,286285,286287,286295,286298,286302,286307,286313,286323,286341,286343,286345,286347,286348,286350,286351,286352,286354,286356,286358,286362,286367,286369,286371,286377,286378,286379,286380,286381,286382,286425,286433,286443,286445,286457,286908,286914,286915,286916,286918,286919,286920,286921,286923,286924,286925,286928,286929,286936,286937,286938,286940,286944,286946,286948,286954,286958,286959,286966,286968,286969,286978,286982,286985,286987,286992,287005,287008,287024,287050,287059,287063,287065,287070,287073,287074,287075,287076,287077,287109,287131,287143,287146,287152,287153,287157,287158,287160,287165,287166,287168,287177,287180,287186,287189,287190,287213,287233,287247,288171,288172,288173,288174,288175,288176,288177,288178,288179,288180,288187,288188,288189,288190,288191,288192,288193,288194,288195,288196,288197,288198,288202,288203,288204,288205,288207,288208,288209,288560,288561,288563,288564,288565,288566,288567,288569,288574,288583,288587,288590,288592,288595,288596,288597,288598,288599,288600,288601,288602,288603,288604,288608,288609,288617,288625,288631,288825,288827,288829,288831,288832,288834,288836,288838,288840,288842,288844,288862,288934,288941,288949,288954,288958,288959,288961,288966,288969,288977,288981,288987,288993,289002,289004,289014,289019,289026,289028,289032,289034,289036,289037,289038,289052,289055,289057,289061,289062,289067,289071,289073,289076,289078,289083,289092,289094,289122,289124,289174,289177,289185,290766,290779,290816,290818,290828,290830,290832,290834,290836,290849,290900,290901,290910,290937,290943,290944,290945,290947,290949,290951,290952,290953,290955,290956,290957,290958,290959,290960,290961,290962,290963,290976,290983,290988,290991,291024,291025,291027,291028,291029,291030,291031,291032,291033,291034,291035,291037,291038,291039,291040,291041,291042,291043,291044,291046,291047,291050,291053,291055,291056,291057,291060,291063,291064,291065,291066,291150,291152,291154,291157,291160,291163,291167,291169,291172,291174,291177,291179,291180,291182,291185,291187,291190,291203,291206,291606,291613,291614,291616,291617,291618,291621,291622,291623,291624,291625,291626,291627,291628,291629,291630,291631,291632,291633,291634,291635,291636,291637,291638,291639,291640,291648,291649,291650,291651,291652,291655,291658,291659,291661,291663,291666,291679,291687,291688,291689,291691,291692,291693,291696,291700,291703,291705,291707,292061,292062,292063,292064,292075,292078,292082,292085,292098,292099,292100,292105,292106,292107,292117,292118,292119,292120,292121,292122,292123,292128,293311,293312,293313,293315,293325,293328,293332,293339,293342,293354,293355,293356,293357,293360,293362,293369,293372,293378,293391,293429,293460,293461,293466,293471,293477,303521,303541,303557,303558,303559,303574,303577,303578,303581,303603,311060,311061,311063,311064,311065,311066,311067,311069,311072,311073,311074,311077,311078,311082,311084,311093,311096,311099,311100,311102,311103,311106,311110,311126,311148,311152,311155,311158,311160,311161,311268,311292,311293,311294,311295,311296,311297,311298,311299,311302,311303,311304,311306,311307,311308,311309,311310,311311,311312,311313,311316,311318,311321,311331,311332,311333,311335,311336,311338,311342,311343,311348,311349,311352,311353,311354,311355,311380,311385,311387,311389,311391,311392,311397,311400,311404,311409,311412,311413,311417,311418,311420,311421,311423,311427,311429,311431,311432,311433,311434,311435,311438,326749,326753,326775,326776,326777,326794,326807,326956,327048,327052,327058,327065,327203,327240,327277,327283,327293,327312,327435,327680,327715,327734,327867,327960,327997,1073880,1147068,1150712,1159092,1159093,1159672,1160292,1160294,1160303,1160748,1160915,1161378,1176980,1190316,1190317,1190318,1190322,1190323,1190324,1190326,285155,285163,285173,285185,285224,285226,285233,285236,285239,285252,285253,285255,285256,285257,285258,285259,285260,285262,285263,285265,285266,285267,285272,285280,285288,285290,285300,285301,285302,285303,285305,285311,285318,285324,285326,285327,285329,285336,285349,285354,285356,285361,285366,285369,285370,285371,285372,285374,285375,285376,285378,285385,285387,285389,285390,285393,285395,285396,285398,285400,285519,285520,285521,285522,285523,285524,285525,285526,285536,285538,285539,285540,285542,285543,285544,285545,285550,285551,285552,285553,285554,285556,285557,285558,285563,285567,285576,285577,285579,285580,285582,285583,285585,286228,286261,286262,286263,286269,286271,286274,286278,286280,286282,286290,286292,286296,286300,286304,286306,286309,286311,286315,286330,286335,286368,286456,286922,286930,286932,286934,286983,286990,286998,287002,287010,287011,287014,287016,287019,287022,287028,287030,287032,287035,287038,287041,287044,287046,287052,287054,287055,287084,287085,287088,287090,287099,287100,287101,287102,287104,287106,287110,287120,287126,287140,287156,287191,287199,287209,287227,287230,287234,287235,287238,287245,287250,288557,288578,288584,288907,288975,289085,289087,289090,289097,289099,289147,289183,290761,290768,290773,290782,290784,290787,290789,290791,290796,290798,290805,290810,290825,290846,290850,290869,290871,290877,290879,290882,290887,290888,290889,290893,290902,290909,290913,290914,290917,290918,290920,290921,290923,290924,290925,290926,290927,290928,290929,290930,290931,290932,290933,290934,290935,290936,290938,290939,290940,290941,290942,290948,290950,290975,290977,290979,290981,290982,290984,290992,290994,291000,291001,291006,291008,291013,291014,291020,291022,291023,291026,291054,291067,291068,291069,291070,291071,291072,291073,291532,291596,293358,293364,293365,293389,293403,293415,293462,293463,303582,303596,303597,311059,311062,311068,311163,311164,311165,311166,311167,311168,311169,311170,311171,311172,311173,311174,311175,311176,311177,311178,311179,311180,311181,311182,311183,311184,311185,311186,311187,311188,311189,311190,311191,311192,311193,311194,311195,311196,311197,311198,311199,311200,311201,311202,311203,311204,311205,311206,311207,311208,311209,311210,311211,311212,311213,311214,311215,311216,311217,311218,311219,311220,311221,311222,311223,311224,311225,311226,311227,311228,311229,311230,311231,311232,311233,311234,311235,311236,311237,311238,311239,311240,311241,311242,311243,311244,311245,311246,311247,311248,311249,311250,311251,311252,311253,311254,311255,311256,311257,311258,311259,311260,311261,311262,311263,311264,311265,311266,311267,311269,311270,311271,311276,311277,311278,311279,311280,311281,311282,311283,311284,311285,311286,311287,311288,311289,311290,311300,311301,311305,311357,311359,311361,311363,311365,311367,311369,311375,311377,311402,311419,311436,311443,311446,311450,311451,311452,311454,326745,326750,326760,326765,326767,326769,326916,327025,327478,327484,327488,327505,327533,327550,327552,327572,327580,327590,327644,327648,327988,1160293,291201,285240,285343,285144,285148,285150,285160,285166,285176,285191,285193,285203,285205,285206,285208,285211,285212,285214,285215,285217,285218,285220,285221,285222,285227,285230,285232,285235,285238,285249,285317,285360,285492,285559,286213,286214,286215,286216,286217,286218,286219,286220,286229,286230,286231,286232,286233,286234,286236,286237,286238,286241,286242,286243,286244,286245,286247,286248,286250,286251,286252,286253,286254,286255,286257,286258,286260,286267,286268,286273,286275,286277,286281,286288,286289,286291,286294,286297,286299,286303,286310,286312,286314,286316,286317,286324,286326,286344,286355,286357,286359,286361,286366,286390,286392,286409,286447,286961,286964,286976,286980,288541,288544,288547,288551,288553,288555,288579,288580,288581,288582,288586,288589,288593,288594,288605,288606,288846,288848,288853,288856,288858,288860,288869,288873,288892,288897,288985,288991,288997,289000,289008,289012,289017,289022,289105,289106,289108,289110,289111,289113,289115,289171,290775,290794,290800,290803,290812,290814,290998,290999,291002,291003,291004,291005,291009,291010,291011,291012,291015,291016,291017,291018,291669,291672,293432,293435,293438,293441,311111,311114,311118,311123,311130,311134,311139,326740,326752,326756,326757,326761,326779,326930,326940,326944,326966,326970,326975,327003,327112,327208,327215,327220,327255,327261,327270,327285,327301,327317,327439,327454,327511,327527,327540,327554,327558,327581,327712,327804,327824,327848"
428,29,"326656,285183,287229,285295,286346,286935,289155,290922,293453,293473,311117,287214,289050,290954"
429,29,"285491,290995,1081672,285391,285506,285512,285513,285515,285516,285517,285518,285527,285574,285578,285581,285586,286223,286224,286225,286227,286308,286337,286338,286340,286349,286353,286360,286364,286370,286372,286373,286374,286375,286376,286388,286394,286439,286449,286455,286460,286462,287064,287103,287105,287107,287111,287112,287113,287114,287115,287116,287117,287118,287119,287121,287122,287123,287124,287128,287129,287130,287133,287134,287136,288199,288210,288638,289170,289191,290758,290878,290881,290946,291690,326774,326821,327738,327968,327993,1160853"
430,29,"285299,285397,285514,286222,286319,286327,291058,326734,1182995,289157,285322,285328,285335,285383,286414,286438,286459,291587,311383,311407,311437,288620"
431,29,"1159090,1159091,291578,285287,326816,1073881,1078507,1081670,1081671,1086168,1103010,1160291,1183399,1184922,1189139"
432,29,"311162,311334,311384,1190341,1190342,285242,285243,1142842,1182"
433,29,"285569,285570,286328,286332,286336,287225,289069,289123,289136,290777,291045,293327,326728,326733,285237,285241,285277,285278,285313,285377,285394,285501,286407,286939,287060,287125,287127,287188,287195,287197,287224,289080,290985,291019,293443,327959,1161267,1161361,285571,288823"
434,29,"287139,288558,288615,293457,293459,311381,326886,327703,285489,1221,627396,1078508,1081226"
