road_id,KG_id,Region_id
Road/168686,74476,101
Road/168685,74477,101
Road/168684,74478,101
Road/168683,74479,101
Road/168682,74480,101
Road/168681,74481,101
Road/168680,74482,101
Road/168679,74483,101
Road/168678,74484,101
Road/168677,74485,101
Road/168676,74486,101
Road/168675,74487,101
Road/168674,74488,101
Road/168673,74489,101
Road/168672,74490,101
Road/168671,74491,101
Road/168670,74492,101
Road/168669,74493,101
Road/168668,74494,101
Road/168667,74495,101
Road/168666,74496,101
Road/168665,74497,101
Road/168664,74498,101
Road/168663,74499,101
Road/168662,74500,101
Road/168661,74501,101
Road/168660,74502,101
Road/168659,74503,101
Road/168658,74504,101
Road/168657,74505,101
Road/168656,74506,101
Road/168655,74507,101
Road/168654,74508,101
Road/168653,74509,101
Road/168652,74510,101
Road/168651,74511,101
Road/168650,74512,101
Road/168649,74513,101
Road/168648,74514,101
Road/168647,74515,101
Road/168646,74516,101
Road/168645,74517,101
Road/168644,74518,101
Road/168643,74519,101
Road/168642,74520,101
Road/168641,74521,101
Road/168640,74522,101
Road/168639,74523,101
Road/168638,74524,101
Road/168637,74525,101
Road/168636,74526,101
Road/168635,74527,101
Road/168634,74528,101
Road/168633,74529,101
Road/168632,74530,101
Road/168631,74531,101
Road/168630,74532,101
Road/168629,74533,101
Road/168628,74534,101
Road/168627,74535,101
Road/168626,74536,101
Road/168625,74537,101
Road/168620,74538,210
Road/168619,74539,152
Road/168618,74540,152
Road/168617,74541,152
Road/168616,74542,152
Road/168596,74543,242
Road/168595,74544,242
Road/168594,74545,242
Road/168593,74546,242
Road/168592,74547,242
Road/168591,74548,242
Road/168590,74549,242
Road/168589,74550,242
Road/168588,74551,242
Road/168587,74552,242
Road/168586,74553,242
Road/168585,74554,242
Road/168584,74555,242
Road/168583,74556,242
Road/168582,74557,242
Road/168581,74558,242
Road/168576,74559,242
Road/168575,74560,242
Road/168570,74561,185
Road/168569,74562,185
Road/168568,74563,185
Road/168567,74564,185
Road/168566,74565,185
Road/168565,74566,185
Road/168564,74567,185
Road/168563,74568,185
Road/168560,74569,242
Road/168559,74570,242
Road/168558,74571,242
Road/168557,74572,242
Road/168556,74573,242
Road/168555,74574,242
Road/168554,74575,242
Road/168553,74576,242
Road/168552,74577,242
Road/168551,74578,242
Road/168550,74579,242
Road/168549,74580,242
Road/168548,74581,242
Road/168547,74582,242
Road/168528,74583,181
Road/168527,74584,181
Road/168526,74585,181
Road/168525,74586,181
Road/168524,74587,181
Road/168521,74588,117
Road/168520,74589,117
Road/168519,74590,117
Road/168518,74591,117
Road/168515,74592,187
Road/168514,74593,187
Road/168513,74594,187
Road/168512,74595,187
Road/168507,74596,11
Road/168506,74597,11
Road/168505,74598,11
Road/168504,74599,11
Road/168503,74600,11
Road/168502,74601,11
Road/168499,74602,22
Road/168493,74603,11
Road/168492,74604,11
Road/168491,74605,11
Road/168490,74606,11
Road/168489,74607,11
Road/168488,74608,11
Road/168485,74609,11
Road/168482,74610,11
Road/168481,74611,11
Road/168480,74612,11
Road/168478,74613,251
Road/168477,74614,251
Road/168476,74615,251
Road/168475,74616,251
Road/168474,74617,251
Road/168473,74618,223
Road/168472,74619,223
Road/168471,74620,223
Road/168470,74621,223
Road/168467,74622,223
Road/168466,74623,223
Road/168465,74624,40
Road/168464,74625,40
Road/168460,74626,146
Road/168459,74627,146
Road/168457,74628,223
Road/168456,74629,223
Road/168455,74630,223
Road/168454,74631,223
Road/168453,74632,223
Road/168452,74633,223
Road/168451,74634,223
Road/168449,74635,7
Road/168433,74636,223
Road/168430,74637,146
Road/168429,74638,146
Road/168428,74639,146
Road/168427,74640,146
Road/168426,74641,146
Road/168425,74642,146
Road/168424,74643,146
Road/168423,74644,146
Road/168422,74645,146
Road/168421,74646,146
Road/168420,74647,146
Road/168419,74648,146
Road/168416,74649,146
Road/168415,74650,146
Road/168414,74651,146
Road/168413,74652,146
Road/168412,74653,146
Road/168411,74654,146
Road/168410,74655,146
Road/168409,74656,146
Road/168408,74657,146
Road/168407,74658,146
Road/168406,74659,146
Road/168405,74660,146
Road/168402,74661,182
Road/168401,74662,182
Road/168400,74663,182
Road/168399,74664,182
Road/168395,74665,242
Road/168394,74666,242
Road/168393,74667,242
Road/168392,74668,242
Road/168391,74669,242
Road/168390,74670,242
Road/168389,74671,242
Road/168388,74672,242
Road/168387,74673,242
Road/168386,74674,242
Road/168385,74675,242
Road/168384,74676,242
Road/168381,74677,61
Road/168380,74678,61
Road/168379,74679,61
Road/168378,74680,61
Road/168377,74681,61
Road/168376,74682,61
Road/168372,74683,61
Road/168371,74684,61
Road/168370,74685,233
Road/168369,74686,242
Road/168368,74687,242
Road/168356,74688,170
Road/168351,74689,170
Road/168350,74690,69
Road/168349,74691,69
Road/168340,74692,40
Road/168339,74693,40
Road/168336,74694,160
Road/168335,74695,160
Road/168334,74696,160
Road/168333,74697,160
Road/168332,74698,160
Road/168331,74699,160
Road/168327,74700,231
Road/168326,74701,231
Road/168323,74702,170
Road/168320,74703,15
Road/168319,74704,15
Road/168315,74705,254
Road/168314,74706,254
Road/168313,74707,254
Road/168312,74708,254
Road/168311,74709,254
Road/168308,74710,254
Road/168307,74711,254
Road/168306,74712,254
Road/168305,74713,254
Road/168302,74714,155
Road/168301,74715,155
Road/168295,74716,156
Road/168294,74717,156
Road/168292,74718,81
Road/168291,74719,246
Road/168290,74720,244
Road/168287,74721,64
Road/168286,74722,64
Road/168281,74723,47
Road/168280,74724,47
Road/168279,74725,166
Road/168278,74726,166
Road/168273,74727,68
Road/168272,74728,68
Road/168271,74729,186
Road/168270,74730,68
Road/168265,74731,79
Road/168261,74732,232
Road/168260,74733,232
Road/168257,74734,61
Road/168256,74735,61
Road/168255,74736,156
Road/168254,74737,156
Road/168247,74738,197
Road/168246,74739,197
Road/168245,74740,197
Road/168244,74741,197
Road/168243,74742,197
Road/168242,74743,197
Road/168241,74744,197
Road/168240,74745,197
Road/168239,74746,197
Road/168238,74747,197
Road/168237,74748,197
Road/168236,74749,197
Road/168235,74750,197
Road/168234,74751,197
Road/168231,74752,197
Road/168230,74753,197
Road/168225,74754,134
Road/168224,74755,134
Road/168223,74756,134
Road/168222,74757,134
Road/168221,74758,134
Road/168220,74759,134
Road/168219,74760,134
Road/168218,74761,134
Road/168217,74762,134
Road/168216,74763,134
Road/168215,74764,134
Road/168214,74765,134
Road/168213,74766,134
Road/168212,74767,134
Road/168211,74768,134
Road/168210,74769,134
Road/168209,74770,134
Road/168208,74771,134
Road/168205,74772,197
Road/168204,74773,197
Road/168197,74774,35
Road/168196,74775,35
Road/168181,74776,17
Road/168180,74777,17
Road/168177,74778,196
Road/168176,74779,196
Road/168175,74780,196
Road/168174,74781,196
Road/168173,74782,196
Road/168172,74783,196
Road/168171,74784,196
Road/168170,74785,196
Road/168169,74786,196
Road/168168,74787,196
Road/168167,74788,196
Road/168166,74789,196
Road/168165,74790,196
Road/168164,74791,196
Road/168163,74792,196
Road/168162,74793,196
Road/168161,74794,196
Road/168160,74795,196
Road/168159,74796,196
Road/168158,74797,196
Road/168155,74798,196
Road/168154,74799,196
Road/168151,74800,216
Road/168150,74801,216
Road/168149,74802,216
Road/168148,74803,216
Road/168134,74804,245
Road/168133,74805,245
Road/168132,74806,245
Road/168131,74807,245
Road/168130,74808,245
Road/168129,74809,245
Road/168128,74810,245
Road/168127,74811,245
Road/168126,74812,245
Road/168125,74813,245
Road/168124,74814,245
Road/168123,74815,245
Road/168122,74816,245
Road/168121,74817,245
Road/168120,74818,245
Road/168119,74819,245
Road/168118,74820,245
Road/168117,74821,245
Road/168112,74822,224
Road/168108,74823,76
Road/168103,74824,256
Road/168093,74825,61
Road/168092,74826,61
Road/168091,74827,61
Road/168069,74828,160
Road/168068,74829,160
Road/168064,74830,137
Road/168063,74831,137
Road/168062,74832,126
Road/168061,74833,126
Road/168060,74834,126
Road/168059,74835,126
Road/168058,74836,126
Road/168057,74837,126
Road/168056,74838,126
Road/168055,74839,126
Road/168054,74840,32
Road/168051,74841,235
Road/168050,74842,235
Road/168039,74843,18
Road/168038,74844,18
Road/168034,74845,18
Road/168029,74846,244
Road/168027,74847,244
Road/168025,74848,42
Road/168017,74849,238
Road/168016,74850,238
Road/168007,74851,246
Road/167988,74852,43
Road/167987,74853,43
Road/167984,74854,43
Road/167983,74855,43
Road/167982,74856,43
Road/167981,74857,43
Road/167980,74858,43
Road/167976,74859,43
Road/167973,74860,43
Road/167968,74861,43
Road/167967,74862,43
Road/167966,74863,43
Road/167965,74864,43
Road/167964,74865,43
Road/167963,74866,43
Road/167962,74867,43
Road/167961,74868,43
Road/167960,74869,43
Road/167959,74870,43
Road/167958,74871,89
Road/167957,74872,242
Road/167956,74873,242
Road/167955,74874,242
Road/167954,74875,242
Road/167951,74876,16
Road/167950,74877,16
Road/167949,74878,16
Road/167948,74879,16
Road/167947,74880,16
Road/167946,74881,16
Road/167944,74882,131
Road/167943,74883,131
Road/167940,74884,131
Road/167939,74885,131
Road/167936,74886,131
Road/167935,74887,131
Road/167894,74888,102
Road/167893,74889,102
Road/167892,74890,102
Road/167891,74891,102
Road/167890,74892,102
Road/167889,74893,102
Road/167888,74894,102
Road/167887,74895,102
Road/167886,74896,118
Road/167885,74897,118
Road/167884,74898,91
Road/167883,74899,91
Road/167882,74900,91
Road/167881,74901,91
Road/167880,74902,91
Road/167879,74903,91
Road/167878,74904,91
Road/167877,74905,91
Road/167872,74906,10
Road/167871,74907,10
Road/167870,74908,10
Road/167869,74909,10
Road/167866,74910,215
Road/167865,74911,215
Road/167864,74912,215
Road/167863,74913,215
Road/167861,74914,75
Road/167857,74915,14
Road/167856,74916,14
Road/167855,74917,14
Road/167854,74918,14
Road/167853,74919,14
Road/167852,74920,14
Road/167851,74921,14
Road/167850,74922,14
Road/167849,74923,14
Road/167848,74924,14
Road/167847,74925,14
Road/167846,74926,14
Road/167845,74927,14
Road/167844,74928,14
Road/167842,74929,154
Road/167841,74930,154
Road/167837,74931,240
Road/167835,74932,14
Road/167834,74933,14
Road/167821,74934,203
Road/167820,74935,203
Road/167805,74936,51
Road/167804,74937,51
Road/167803,74938,51
Road/167802,74939,51
Road/167801,74940,51
Road/167800,74941,51
Road/167799,74942,51
Road/167795,74943,51
Road/167794,74944,51
Road/167793,74945,75
Road/167792,74946,75
Road/167786,74947,182
Road/167785,74948,182
Road/167784,74949,182
Road/167783,74950,182
Road/167782,74951,46
Road/167781,74952,46
Road/167780,74953,46
Road/167779,74954,46
Road/167769,74955,167
Road/167768,74956,167
Road/167765,74957,147
Road/167764,74958,147
Road/167763,74959,60
Road/167761,74960,60
Road/167760,74961,60
Road/167759,74962,60
Road/167758,74963,60
Road/167756,74964,60
Road/167755,74965,60
Road/167753,74966,60
Road/167751,74967,60
Road/167748,74968,60
Road/167745,74969,60
Road/167744,74970,60
Road/167743,74971,219
Road/167742,74972,219
Road/167741,74973,219
Road/167740,74974,219
Road/167739,74975,219
Road/167738,74976,219
Road/167737,74977,219
Road/167736,74978,219
Road/167735,74979,219
Road/167734,74980,219
Road/167733,74981,219
Road/167732,74982,219
Road/167731,74983,219
Road/167730,74984,219
Road/167729,74985,219
Road/167728,74986,219
Road/167727,74987,130
Road/167726,74988,130
Road/167725,74989,130
Road/167724,74990,130
Road/167691,74991,200
Road/167690,74992,200
Road/167689,74993,208
Road/167688,74994,208
Road/167675,74995,174
Road/167674,74996,174
Road/167669,74997,213
Road/167668,74998,213
Road/167665,74999,60
Road/167664,75000,60
Road/167661,75001,167
Road/167660,75002,167
Road/167659,75003,167
Road/167658,75004,167
Road/167657,75005,167
Road/167656,75006,167
Road/167651,75007,167
Road/167650,75008,167
Road/167647,75009,159
Road/167646,75010,159
Road/167645,75011,159
Road/167644,75012,159
Road/167641,75013,159
Road/167640,75014,159
Road/167639,75015,168
Road/167638,75016,168
Road/167637,75017,126
Road/167636,75018,126
Road/167635,75019,126
Road/167634,75020,126
Road/167633,75021,126
Road/167632,75022,126
Road/167627,75023,126
Road/167626,75024,126
Road/167625,75025,126
Road/167624,75026,126
Road/167623,75027,126
Road/167622,75028,126
Road/167621,75029,126
Road/167620,75030,126
Road/167619,75031,126
Road/167618,75032,126
Road/167617,75033,126
Road/167616,75034,126
Road/167615,75035,126
Road/167614,75036,126
Road/167579,75037,84
Road/167578,75038,167
Road/167577,75039,167
Road/167575,75040,69
Road/167574,75041,69
Road/167573,75042,69
Road/167572,75043,69
Road/167571,75044,69
Road/167570,75045,69
Road/167569,75046,69
Road/167568,75047,69
Road/167567,75048,69
Road/167566,75049,69
Road/167564,75050,167
Road/167563,75051,167
Road/167562,75052,167
Road/167561,75053,167
Road/167560,75054,167
Road/167559,75055,167
Road/167556,75056,69
Road/167555,75057,69
Road/167554,75058,69
Road/167553,75059,69
Road/167550,75060,58
Road/167549,75061,58
Road/167548,75062,58
Road/167547,75063,58
Road/167544,75064,228
Road/167533,75065,18
Road/167532,75066,18
Road/167531,75067,18
Road/167530,75068,18
Road/167525,75069,32
Road/167524,75070,32
Road/167519,75071,32
Road/167518,75072,32
Road/167517,75073,32
Road/167516,75074,32
Road/167513,75075,216
Road/167512,75076,216
Road/167511,75077,216
Road/167509,75078,245
Road/167508,75079,245
Road/167507,75080,245
Road/167506,75081,245
Road/167505,75082,245
Road/167504,75083,245
Road/167503,75084,245
Road/167502,75085,245
Road/167501,75086,245
Road/167500,75087,245
Road/167499,75088,245
Road/167498,75089,245
Road/167497,75090,245
Road/167484,75091,168
Road/167483,75092,168
Road/167482,75093,168
Road/167481,75094,168
Road/167480,75095,168
Road/167479,75096,168
Road/167478,75097,168
Road/167477,75098,168
Road/167473,75099,18
Road/167471,75100,18
Road/167466,75101,18
Road/167465,75102,18
Road/167462,75103,241
Road/167461,75104,96
Road/167460,75105,96
Road/167459,75106,96
Road/167458,75107,96
Road/167457,75108,96
Road/167456,75109,96
Road/167452,75110,126
Road/167447,75111,147
Road/167446,75112,147
Road/167443,75113,147
Road/167442,75114,147
Road/167437,75115,60
Road/167436,75116,60
Road/167431,75117,167
Road/167430,75118,167
Road/167429,75119,167
Road/167428,75120,167
Road/167427,75121,167
Road/167426,75122,167
Road/167422,75123,251
Road/167421,75124,251
Road/167420,75125,187
Road/167419,75126,187
Road/167418,75127,187
Road/167417,75128,187
Road/167416,75129,187
Road/167415,75130,187
Road/167414,75131,187
Road/167413,75132,187
Road/167410,75133,251
Road/167409,75134,251
Road/167408,75135,251
Road/167407,75136,251
Road/167406,75137,251
Road/167405,75138,251
Road/167403,75139,96
Road/167402,75140,233
Road/167401,75141,233
Road/167398,75142,233
Road/167397,75143,233
Road/167396,75144,200
Road/167395,75145,200
Road/167394,75146,200
Road/167393,75147,200
Road/167389,75148,238
Road/167388,75149,238
Road/167387,75150,238
Road/167386,75151,238
Road/167383,75152,160
Road/167382,75153,160
Road/167381,75154,160
Road/167380,75155,160
Road/167379,75156,160
Road/167378,75157,160
Road/167377,75158,160
Road/167376,75159,160
Road/167375,75160,34
Road/167374,75161,34
Road/167373,75162,34
Road/167372,75163,34
Road/167355,75164,64
Road/167354,75165,64
Road/167353,75166,64
Road/167352,75167,64
Road/167351,75168,64
Road/167350,75169,64
Road/167349,75170,64
Road/167346,75171,205
Road/167345,75172,205
Road/167342,75173,38
Road/167341,75174,38
Road/167339,75175,112
Road/167338,75176,168
Road/167337,75177,168
Road/167335,75178,147
Road/167332,75179,167
Road/167330,75180,159
Road/167328,75181,159
Road/167327,75182,159
Road/167326,75183,159
Road/167325,75184,159
Road/167324,75185,159
Road/167318,75186,89
Road/167313,75187,129
Road/167312,75188,129
Road/167309,75189,116
Road/167308,75190,116
Road/167304,75191,243
Road/167303,75192,243
Road/167300,75193,126
Road/167295,75194,126
Road/167294,75195,126
Road/167293,75196,126
Road/167292,75197,126
Road/167291,75198,126
Road/167290,75199,126
Road/167289,75200,126
Road/167288,75201,126
Road/167287,75202,126
Road/167286,75203,126
Road/167285,75204,126
Road/167284,75205,126
Road/167283,75206,126
Road/167282,75207,126
Road/167273,75208,16
Road/167269,75209,9
Road/167267,75210,16
Road/167266,75211,16
Road/167265,75212,16
Road/167264,75213,16
Road/167261,75214,16
Road/167260,75215,16
Road/167259,75216,16
Road/167258,75217,78
Road/167257,75218,78
Road/167251,75219,69
Road/167250,75220,69
Road/167248,75221,84
Road/167247,75222,84
Road/167246,75223,84
Road/167245,75224,84
Road/167236,75225,245
Road/167235,75226,245
Road/167234,75227,245
Road/167233,75228,245
Road/167232,75229,245
Road/167231,75230,245
Road/167230,75231,245
Road/167229,75232,245
Road/167228,75233,245
Road/167227,75234,245
Road/167226,75235,245
Road/167225,75236,245
Road/167224,75237,245
Road/167223,75238,245
Road/167220,75239,245
Road/167219,75240,245
Road/167216,75241,245
Road/167215,75242,245
Road/167214,75243,245
Road/167213,75244,245
Road/167212,75245,245
Road/167211,75246,245
Road/167208,75247,245
Road/167207,75248,245
Road/167206,75249,44
Road/167205,75250,44
Road/167204,75251,44
Road/167203,75252,44
Road/167187,75253,168
Road/167185,75254,176
Road/167180,75255,115
Road/167178,75256,221
Road/167177,75257,221
Road/167176,75258,221
Road/167175,75259,126
Road/167174,75260,126
Road/167171,75261,168
Road/167170,75262,168
Road/167168,75263,147
Road/167165,75264,126
Road/167164,75265,126
Road/167160,75266,229
Road/167158,75267,162
Road/167155,75268,162
Road/167146,75269,177
Road/167145,75270,177
Road/167142,75271,77
Road/167141,75272,77
Road/167140,75273,77
Road/167139,75274,77
Road/167138,75275,77
Road/167135,75276,76
Road/167134,75277,76
Road/167133,75278,76
Road/167132,75279,76
Road/167131,75280,76
Road/167130,75281,76
Road/167129,75282,76
Road/167128,75283,76
Road/167127,75284,76
Road/167126,75285,76
Road/167125,75286,76
Road/167124,75287,76
Road/167123,75288,76
Road/167122,75289,76
Road/167119,75290,76
Road/167118,75291,76
Road/167117,75292,76
Road/167116,75293,76
Road/167115,75294,76
Road/167114,75295,76
Road/167109,75296,14
Road/167108,75297,14
Road/167107,75298,14
Road/167106,75299,14
Road/167105,75300,14
Road/167104,75301,14
Road/167101,75302,181
Road/167100,75303,181
Road/167099,75304,181
Road/167098,75305,181
Road/167095,75306,202
Road/167094,75307,21
Road/167093,75308,21
Road/167092,75309,21
Road/167091,75310,21
Road/167086,75311,108
Road/167085,75312,108
Road/167084,75313,108
Road/167083,75314,108
Road/167082,75315,108
Road/167081,75316,108
Road/167080,75317,123
Road/167079,75318,123
Road/167078,75319,123
Road/167077,75320,123
Road/167076,75321,123
Road/167075,75322,123
Road/167070,75323,123
Road/167069,75324,123
Road/167068,75325,123
Road/167067,75326,123
Road/167066,75327,123
Road/167065,75328,123
Road/167064,75329,123
Road/167063,75330,123
Road/167062,75331,123
Road/167061,75332,123
Road/167060,75333,123
Road/167059,75334,123
Road/167058,75335,123
Road/167057,75336,123
Road/167054,75337,108
Road/167053,75338,108
Road/167051,75339,233
Road/167044,75340,176
Road/167043,75341,176
Road/167042,75342,176
Road/167034,75343,43
Road/167033,75344,43
Road/167032,75345,176
Road/167031,75346,176
Road/167030,75347,176
Road/167029,75348,176
Road/167027,75349,157
Road/167010,75350,206
Road/167009,75351,206
Road/167006,75352,150
Road/167005,75353,150
Road/167004,75354,168
Road/167003,75355,168
Road/167001,75356,214
Road/167000,75357,214
Road/166999,75358,214
Road/166998,75359,214
Road/166997,75360,214
Road/166996,75361,214
Road/166995,75362,214
Road/166994,75363,214
Road/166993,75364,214
Road/166992,75365,214
Road/166991,75366,214
Road/166990,75367,214
Road/166989,75368,214
Road/166988,75369,214
Road/166987,75370,214
Road/166986,75371,214
Road/166985,75372,214
Road/166984,75373,214
Road/166981,75374,214
Road/166980,75375,214
Road/166979,75376,214
Road/166978,75377,214
Road/166977,75378,214
Road/166976,75379,214
Road/166972,75380,214
Road/166971,75381,214
Road/166966,75382,109
Road/166965,75383,109
Road/166962,75384,203
Road/166961,75385,203
Road/166960,75386,203
Road/166959,75387,203
Road/166958,75388,187
Road/166957,75389,187
Road/166956,75390,187
Road/166955,75391,187
Road/166954,75392,187
Road/166953,75393,187
Road/166952,75394,187
Road/166951,75395,187
Road/166950,75396,187
Road/166949,75397,187
Road/166948,75398,187
Road/166947,75399,187
Road/166944,75400,251
Road/166943,75401,187
Road/166942,75402,187
Road/166941,75403,187
Road/166940,75404,34
Road/166939,75405,34
Road/166938,75406,34
Road/166937,75407,34
Road/166936,75408,34
Road/166935,75409,34
Road/166931,75410,23
Road/166930,75411,23
Road/166927,75412,213
Road/166926,75413,213
Road/166925,75414,213
Road/166924,75415,213
Road/166923,75416,213
Road/166922,75417,213
Road/166921,75418,200
Road/166920,75419,200
Road/166919,75420,200
Road/166918,75421,200
Road/166899,75422,84
Road/166898,75423,84
Road/166897,75424,84
Road/166896,75425,84
Road/166895,75426,84
Road/166894,75427,84
Road/166893,75428,84
Road/166892,75429,84
Road/166891,75430,84
Road/166890,75431,84
Road/166889,75432,67
Road/166888,75433,67
Road/166887,75434,67
Road/166886,75435,67
Road/166884,75436,239
Road/166883,75437,239
Road/166882,75438,239
Road/166881,75439,239
Road/166879,75440,239
Road/166877,75441,50
Road/166872,75442,89
Road/166871,75443,89
Road/166870,75444,89
Road/166869,75445,89
Road/166868,75446,232
Road/166867,75447,232
Road/166866,75448,232
Road/166865,75449,232
Road/166864,75450,219
Road/166863,75451,219
Road/166860,75452,139
Road/166859,75453,139
Road/166858,75454,202
Road/166857,75455,202
Road/166856,75456,44
Road/166855,75457,44
Road/166854,75458,44
Road/166853,75459,44
Road/166850,75460,44
Road/166849,75461,44
Road/166848,75462,44
Road/166847,75463,44
Road/166844,75464,44
Road/166843,75465,44
Road/166838,75466,84
Road/166837,75467,228
Road/166836,75468,121
Road/166835,75469,206
Road/166834,75470,206
Road/166833,75471,206
Road/166832,75472,206
Road/166831,75473,206
Road/166830,75474,206
Road/166829,75475,204
Road/166828,75476,204
Road/166827,75477,204
Road/166826,75478,204
Road/166825,75479,204
Road/166824,75480,204
Road/166821,75481,204
Road/166820,75482,204
Road/166819,75483,204
Road/166818,75484,204
Road/166817,75485,204
Road/166816,75486,204
Road/166815,75487,204
Road/166814,75488,204
Road/166813,75489,204
Road/166812,75490,204
Road/166811,75491,204
Road/166810,75492,204
Road/166809,75493,204
Road/166808,75494,204
Road/166807,75495,204
Road/166806,75496,204
Road/166805,75497,204
Road/166802,75498,204
Road/166801,75499,204
Road/166796,75500,61
Road/166795,75501,61
Road/166794,75502,61
Road/166793,75503,61
Road/166792,75504,61
Road/166791,75505,61
Road/166782,75506,109
Road/166781,75507,109
Road/166780,75508,109
Road/166779,75509,109
Road/166772,75510,208
Road/166771,75511,208
Road/166770,75512,227
Road/166769,75513,227
Road/166768,75514,227
Road/166767,75515,227
Road/166766,75516,227
Road/166765,75517,227
Road/166760,75518,201
Road/166759,75519,201
Road/166758,75520,201
Road/166757,75521,201
Road/166756,75522,201
Road/166755,75523,201
Road/166754,75524,201
Road/166753,75525,201
Road/166752,75526,201
Road/166751,75527,201
Road/166750,75528,201
Road/166749,75529,201
Road/166748,75530,201
Road/166747,75531,201
Road/166746,75532,201
Road/166745,75533,201
Road/166744,75534,201
Road/166743,75535,201
Road/166742,75536,201
Road/166741,75537,201
Road/166740,75538,201
Road/166731,75539,80
Road/166730,75540,80
Road/166725,75541,80
Road/166724,75542,80
Road/166723,75543,80
Road/166722,75544,80
Road/166713,75545,17
Road/166712,75546,17
Road/166710,75547,217
Road/166709,75548,217
Road/166704,75549,36
Road/166703,75550,36
Road/166700,75551,82
Road/166699,75552,82
Road/166698,75553,82
Road/166697,75554,82
Road/166696,75555,82
Road/166695,75556,82
Road/166694,75557,23
Road/166693,75558,23
Road/166687,75559,210
Road/166686,75560,210
Road/166683,75561,149
Road/166682,75562,149
Road/166681,75563,149
Road/166680,75564,149
Road/166679,75565,149
Road/166678,75566,149
Road/166677,75567,188
Road/166676,75568,188
Road/166671,75569,72
Road/166670,75570,72
Road/166669,75571,72
Road/166668,75572,72
Road/166665,75573,17
Road/166663,75574,9
Road/166662,75575,9
Road/166661,75576,9
Road/166660,75577,9
Road/166657,75578,73
Road/166656,75579,73
Road/166655,75580,73
Road/166654,75581,73
Road/166653,75582,73
Road/166652,75583,73
Road/166651,75584,73
Road/166650,75585,73
Road/166649,75586,73
Road/166648,75587,73
Road/166647,75588,73
Road/166646,75589,73
Road/166645,75590,73
Road/166644,75591,73
Road/166643,75592,73
Road/166642,75593,73
Road/166641,75594,73
Road/166640,75595,73
Road/166633,75596,95
Road/166632,75597,95
Road/166631,75598,155
Road/166630,75599,155
Road/166629,75600,191
Road/166628,75601,191
Road/166625,75602,191
Road/166624,75603,191
Road/166623,75604,191
Road/166622,75605,191
Road/166619,75606,191
Road/166618,75607,191
Road/166615,75608,191
Road/166614,75609,191
Road/166613,75610,191
Road/166612,75611,191
Road/166611,75612,191
Road/166610,75613,191
Road/166609,75614,191
Road/166608,75615,191
Road/166607,75616,191
Road/166606,75617,191
Road/166605,75618,191
Road/166604,75619,191
Road/166603,75620,191
Road/166602,75621,191
Road/166601,75622,191
Road/166600,75623,191
Road/166599,75624,191
Road/166598,75625,191
Road/166595,75626,191
Road/166594,75627,191
Road/166590,75628,208
Road/166588,75629,252
Road/166587,75630,252
Road/166584,75631,252
Road/166583,75632,252
Road/166580,75633,53
Road/166579,75634,53
Road/166578,75635,53
Road/166577,75636,53
Road/166576,75637,53
Road/166575,75638,53
Road/166574,75639,252
Road/166573,75640,252
Road/166572,75641,252
Road/166567,75642,123
Road/166566,75643,123
Road/166557,75644,139
Road/166556,75645,139
Road/166555,75646,139
Road/166554,75647,139
Road/166553,75648,124
Road/166552,75649,124
Road/166538,75650,44
Road/166537,75651,44
Road/166530,75652,109
Road/166529,75653,109
Road/166526,75654,176
Road/166525,75655,176
Road/166522,75656,109
Road/166521,75657,109
Road/166516,75658,225
Road/166515,75659,225
Road/166514,75660,37
Road/166513,75661,37
Road/166510,75662,71
Road/166509,75663,71
Road/166508,75664,71
Road/166507,75665,71
Road/166506,75666,71
Road/166505,75667,71
Road/166504,75668,71
Road/166503,75669,71
Road/166502,75670,71
Road/166501,75671,71
Road/166500,75672,71
Road/166499,75673,71
Road/166498,75674,71
Road/166497,75675,71
Road/166494,75676,177
Road/166493,75677,177
Road/166492,75678,177
Road/166491,75679,177
Road/166490,75680,177
Road/166489,75681,177
Road/166484,75682,198
Road/166483,75683,198
Road/166482,75684,198
Road/166481,75685,198
Road/166480,75686,198
Road/166479,75687,198
Road/166478,75688,198
Road/166477,75689,198
Road/166474,75690,29
Road/166473,75691,29
Road/166472,75692,76
Road/166471,75693,76
Road/166470,75694,76
Road/166469,75695,76
Road/166468,75696,76
Road/166467,75697,76
Road/166466,75698,76
Road/166465,75699,76
Road/166463,75700,41
Road/166462,75701,41
Road/166461,75702,167
Road/166460,75703,60
Road/166459,75704,60
Road/166457,75705,123
Road/166456,75706,123
Road/166454,75707,29
Road/166453,75708,29
Road/166452,75709,29
Road/166451,75710,29
Road/166450,75711,29
Road/166449,75712,29
Road/166441,75713,69
Road/166440,75714,69
Road/166439,75715,69
Road/166438,75716,69
Road/166437,75717,69
Road/166436,75718,69
Road/166435,75719,69
Road/166434,75720,69
Road/166430,75721,18
Road/166427,75722,18
Road/166426,75723,18
Road/166422,75724,18
Road/166420,75725,84
Road/166419,75726,84
Road/166404,75727,51
Road/166403,75728,51
Road/166398,75729,95
Road/166397,75730,95
Road/166384,75731,95
Road/166383,75732,95
Road/166380,75733,95
Road/166379,75734,95
Road/166358,75735,196
Road/166357,75736,196
Road/166343,75737,67
Road/166342,75738,67
Road/166341,75739,67
Road/166340,75740,67
Road/166325,75741,71
Road/166324,75742,71
Road/166317,75743,91
Road/166316,75744,91
Road/166311,75745,91
Road/166310,75746,91
