poi_id,KG_id,Region_id
POI/1064183,12061,210
POI/1064190,12062,210
POI/1064192,12063,210
POI/1064197,12064,210
POI/1064200,12065,210
POI/1064203,12066,210
POI/1064207,12067,210
POI/1064210,12068,210
POI/1064212,12069,210
POI/1064214,12070,210
POI/1064217,12071,210
POI/1064218,12072,210
POI/1064219,12073,210
POI/1064221,12074,210
POI/1064224,12075,210
POI/1064226,12076,210
POI/1064229,12077,210
POI/1064230,12078,210
POI/1064246,12079,210
POI/1064249,12080,210
POI/1064250,12081,210
POI/1064253,12082,210
POI/1064256,12083,210
POI/1064257,12084,210
POI/1064258,12085,210
POI/1064259,12086,210
POI/1064260,12087,210
POI/1064290,12088,210
POI/1064291,12089,210
POI/1064292,12090,210
POI/1064323,12091,210
POI/1064329,12092,210
POI/1064334,12093,210
POI/1064353,12094,210
POI/1064379,12095,210
POI/1064390,12096,210
POI/1064391,12097,210
POI/1064405,12098,210
POI/1064406,12099,210
POI/1064407,12100,210
POI/1064412,12101,210
POI/1064421,12102,210
POI/1064424,12103,210
POI/1064427,12104,210
POI/1064428,12105,210
POI/1064448,12106,210
POI/1064450,12107,210
POI/1064452,12108,210
POI/1064459,12109,210
POI/1064461,12110,210
POI/1064463,12111,210
POI/1064465,12112,210
POI/1064466,12113,210
POI/1064467,12114,210
POI/1064468,12115,210
POI/1064469,12116,210
POI/1064470,12117,210
POI/1064670,12118,210
POI/1064672,12119,210
POI/1064679,12120,210
POI/1064724,12121,210
POI/1064751,12122,210
POI/1064764,12123,210
POI/1064765,12124,210
POI/1064766,12125,210
POI/1064767,12126,210
POI/1064768,12127,210
POI/1064769,12128,210
POI/1064771,12129,210
POI/1064772,12130,210
POI/1064773,12131,210
POI/1064774,12132,210
POI/1064775,12133,210
POI/1064776,12134,210
POI/1064777,12135,210
POI/1064779,12136,210
POI/1064785,12137,210
POI/1064786,12138,210
POI/1064787,12139,210
POI/1064788,12140,210
POI/1064789,12141,210
POI/1064790,12142,210
POI/1064793,12143,210
POI/1064801,12144,210
POI/1064809,12145,210
POI/1064822,12146,210
POI/1064835,12147,210
POI/1064913,12148,210
POI/1064916,12149,210
POI/1064922,12150,210
POI/1064927,12151,210
POI/1064936,12152,210
POI/1064944,12153,210
POI/1064951,12154,210
POI/1064955,12155,210
POI/1064960,12156,210
POI/1064961,12157,210
POI/1064963,12158,210
POI/1064964,12159,210
POI/1064965,12160,210
POI/1064966,12161,210
POI/1064968,12162,210
POI/1064969,12163,210
POI/1064970,12164,210
POI/1064974,12165,210
POI/1064991,12166,210
POI/1064993,12167,210
POI/1065010,12168,210
POI/1065021,12169,210
POI/1065034,12170,210
POI/1065045,12171,210
POI/1065048,12172,210
POI/1065054,12173,210
POI/1065055,12174,210
POI/1065057,12175,210
POI/1065060,12176,210
POI/1065065,12177,210
POI/1065066,12178,210
POI/1065094,12179,210
POI/1065095,12180,210
POI/1065096,12181,210
POI/1065097,12182,210
POI/1065098,12183,210
POI/1065099,12184,210
POI/1065100,12185,210
POI/1065101,12186,210
POI/1065102,12187,210
POI/1065103,12188,210
POI/1065104,12189,210
POI/1065172,12190,210
POI/1065173,12191,210
POI/1065176,12192,210
POI/1065179,12193,210
POI/1065180,12194,210
POI/1065181,12195,210
POI/1065209,12196,210
POI/1065216,12197,210
POI/1065222,12198,210
POI/1065223,12199,210
POI/1065224,12200,210
POI/1065225,12201,210
POI/1065226,12202,210
POI/1065227,12203,210
POI/1065229,12204,210
POI/1065231,12205,210
POI/1065232,12206,210
POI/1065307,12207,210
POI/1065332,12208,210
POI/1065347,12209,210
POI/1065380,12210,210
POI/1065385,12211,210
POI/1065423,12212,210
POI/1065426,12213,210
POI/1065430,12214,210
POI/1065434,12215,210
POI/1065438,12216,210
POI/1065444,12217,210
POI/1065447,12218,210
POI/1065449,12219,210
POI/1065451,12220,210
POI/1065452,12221,210
POI/1065453,12222,210
POI/1065467,12223,210
POI/1065476,12224,210
POI/1065483,12225,210
POI/1065551,12226,123
POI/1065552,12227,123
POI/1065553,12228,123
POI/1065554,12229,123
POI/1065555,12230,123
POI/1065557,12231,123
POI/1065558,12232,123
POI/1065559,12233,123
POI/1065562,12234,123
POI/1065563,12235,123
POI/1065564,12236,123
POI/1065565,12237,123
POI/1065575,12238,123
POI/1065581,12239,123
POI/1065585,12240,123
POI/1065587,12241,123
POI/1065665,12242,123
POI/1065681,12243,123
POI/1065710,12244,123
POI/1065720,12245,123
POI/1065724,12246,123
POI/1065728,12247,123
POI/1065732,12248,123
POI/1065780,12249,210
POI/1070553,12250,48
POI/1071027,12251,130
POI/1071042,12252,130
POI/1071982,12253,55
POI/1072185,12254,224
POI/1072186,12255,224
POI/1072187,12256,224
POI/1072188,12257,224
POI/1072199,12258,90
POI/1072210,12259,246
POI/1072231,12260,246
POI/1072247,12261,246
POI/1072249,12262,246
POI/1072250,12263,246
POI/1072255,12264,75
POI/1072279,12265,209
POI/1072280,12266,209
POI/1072281,12267,209
POI/1072283,12268,209
POI/1072288,12269,231
POI/1072293,12270,164
POI/1072308,12271,107
POI/1072310,12272,107
POI/1072323,12273,142
POI/1072324,12274,246
POI/1072327,12275,249
POI/1072362,12276,68
POI/1073019,12277,17
POI/1073568,12278,54
POI/1073604,12280,229
POI/1073617,12281,148
POI/1073671,12282,209
POI/1073682,12283,49
POI/1073700,12284,246
POI/1073756,12285,232
POI/1073758,12286,232
POI/1073759,12287,232
POI/1073760,12288,232
POI/1073764,12289,232
POI/1073772,12290,79
POI/1073794,12291,143
POI/1073797,12292,125
POI/1073800,12293,231
POI/1073806,12294,142
POI/1073808,12295,239
POI/1073849,12296,4
POI/1073850,12297,4
POI/1073855,12298,255
POI/1073880,12299,29
POI/1073887,12300,211
POI/1074258,12301,181
POI/1074259,12302,181
POI/1074271,12303,232
POI/1074326,12304,145
POI/1074341,12305,7
POI/1074343,12306,90
POI/1074349,12307,211
POI/1074356,12308,145
POI/1074359,12309,145
POI/1074425,12310,186
POI/1075459,12311,7
POI/1075518,12312,107
POI/1075533,12313,256
POI/1075903,12314,97
POI/1075963,12315,79
POI/1075964,12316,79
POI/1076426,12317,7
POI/1076515,12318,145
POI/1076757,12319,113
POI/1076778,12320,166
POI/1077017,12321,205
POI/1077407,12322,79
POI/1077623,12323,79
POI/1077626,12324,68
POI/1077686,12325,50
POI/1077687,12326,50
POI/1077689,12327,143
POI/1077762,12328,148
POI/1077801,12329,83
POI/1077802,12330,83
POI/1077804,12331,255
POI/1077855,12332,108
POI/1077859,12333,106
POI/1078284,12334,225
POI/1078314,12335,55
POI/1078333,12336,55
POI/1078497,12337,255
POI/1078850,12338,112
POI/1079009,12339,92
POI/1079010,12340,92
POI/1079011,12341,92
POI/1079012,12342,92
POI/1079037,12343,225
POI/1079046,12344,225
POI/1079047,12345,225
POI/1079049,12346,61
POI/1079461,12347,150
POI/1081244,12348,55
POI/1081245,12349,55
POI/1081246,12350,166
POI/1081450,12351,167
POI/1082753,12353,42
POI/1082782,12354,40
POI/1082783,12355,40
POI/1082786,12356,55
POI/1082810,12357,189
POI/1082811,12358,189
POI/1083252,12359,75
POI/1083254,12360,106
POI/1083567,12361,255
POI/1083600,12362,181
POI/1083721,12363,33
POI/1084548,12364,79
POI/1084565,12365,232
POI/1088289,12366,75
POI/1088699,12367,121
POI/1088709,12368,40
POI/1090718,12369,68
POI/1091439,12370,232
POI/1091464,12371,25
POI/1091479,12372,189
POI/1091480,12373,189
POI/1091481,12374,189
POI/1091482,12375,189
POI/1091483,12376,189
POI/1091484,12377,189
POI/1091740,12378,131
POI/1091747,12379,189
POI/1091748,12380,189
POI/1091749,12381,189
POI/1091750,12382,189
POI/1091751,12383,189
POI/1091752,12384,189
POI/1091753,12385,189
POI/1091754,12386,189
POI/1091761,12387,205
POI/1091774,12388,28
POI/1091785,12389,49
POI/1091791,12390,49
POI/1091944,12391,75
POI/1092389,12392,49
POI/1092391,12393,210
POI/1092415,12394,75
POI/1092443,12395,228
POI/1092469,12396,255
POI/1092470,12397,255
POI/1092472,12398,255
POI/1092473,12399,255
POI/1092475,12400,255
POI/1092476,12401,255
POI/1092480,12402,255
POI/1093337,12403,75
POI/1094621,12404,217
POI/1102323,12406,145
POI/1102324,12407,145
POI/1102325,12408,145
POI/1102993,12409,55
POI/1106596,12410,137
POI/1106649,12411,65
POI/1106653,12412,65
POI/1106655,12413,97
POI/1106671,12414,145
POI/1106673,12415,145
POI/1106689,12416,255
POI/1106695,12417,112
POI/1106698,12418,112
POI/1106699,12419,112
POI/1106750,12420,145
POI/1106751,12421,145
POI/1106752,12422,145
POI/1106753,12423,145
POI/1107325,12424,145
POI/1107349,12425,145
POI/1107984,12426,135
POI/1109068,12427,85
POI/1109069,12428,62
POI/1109076,12429,17
POI/1111071,12430,166
POI/1111157,12431,74
POI/1111365,12432,41
POI/1111796,12433,89
POI/1111817,12434,130
POI/1111896,12435,49
POI/1112611,12436,23
POI/1113366,12438,141
POI/1113524,12439,17
POI/1114037,12440,225
POI/1114563,12441,236
POI/1114575,12442,221
POI/1114771,12444,130
POI/1115264,12445,75
POI/1115610,12446,49
POI/1117233,12447,28
POI/1117306,12448,33
POI/1135689,12449,61
POI/1141180,12450,112
POI/1142840,12451,143
POI/1142841,12452,143
POI/1143503,12453,143
POI/1144818,12454,79
POI/1144819,12455,79
POI/1144820,12456,79
POI/1145911,12457,22
POI/1145966,12458,65
POI/1146687,12459,143
POI/1147068,12460,29
POI/1148485,12461,55
POI/1148669,12462,179
POI/1148691,12463,68
POI/1150712,12464,29
POI/1151500,12465,37
POI/1151501,12466,37
POI/1159092,12467,29
POI/1159093,12468,29
POI/1159672,12469,29
POI/1160292,12470,29
POI/1160294,12471,29
POI/1160303,12472,29
POI/1160550,12473,65
POI/1160738,12474,55
POI/1160748,12475,29
POI/1160749,12476,150
POI/1160915,12477,29
POI/1161204,12478,97
POI/1161205,12479,144
POI/1161206,12480,144
POI/1161378,12481,29
POI/1161598,12482,80
POI/1161682,12483,66
POI/1165517,12484,75
POI/1166123,12485,4
POI/1166512,12486,4
POI/1173682,12487,123
POI/1173683,12488,123
POI/1173701,12489,33
POI/1174413,12490,150
POI/1176604,12491,33
POI/1176980,12492,29
POI/1177275,12493,160
POI/1177325,12494,220
POI/1177454,12495,49
POI/1182859,12496,79
POI/1182993,12497,74
POI/1182996,12498,130
POI/1183211,12499,145
POI/1183222,12500,16
POI/1183292,12501,49
POI/1183360,12502,108
POI/1183634,12503,33
POI/1183692,12504,234
POI/1183712,12505,201
POI/1183820,12507,188
POI/1183886,12508,246
POI/1183928,12509,236
POI/1183937,12510,17
POI/1183938,12511,17
POI/1183958,12512,225
POI/1184784,12513,21
POI/1184929,12514,48
POI/1186696,12515,123
POI/1186697,12516,123
POI/1187692,12517,246
POI/1187766,12518,225
POI/1188712,12519,55
POI/1188722,12520,112
POI/1188723,12521,112
POI/1188724,12522,112
POI/1188993,12523,61
POI/1189349,12524,49
POI/1189386,12525,165
POI/1189443,12526,225
POI/1190079,12527,37
POI/1190080,12528,37
POI/1190081,12529,37
POI/1190101,12530,142
POI/1190108,12531,45
POI/1190124,12532,79
POI/1190130,12533,33
POI/1190134,12534,79
POI/1190138,12535,33
POI/1190161,12536,55
POI/1190193,12537,76
POI/1190197,12538,76
POI/1190237,12539,113
POI/1190239,12540,79
POI/1190240,12541,114
POI/1190241,12542,114
POI/1190242,12543,79
POI/1190245,12544,79
POI/1190246,12545,79
POI/1190247,12546,113
POI/1190252,12547,79
POI/1190253,12548,113
POI/1190254,12549,79
POI/1190276,12550,79
POI/1190316,12551,29
POI/1190317,12552,29
POI/1190318,12553,29
POI/1190322,12554,29
POI/1190323,12555,29
POI/1190324,12556,29
POI/1190326,12557,29
POI/1190468,12558,79
POI/1190469,12559,79
POI/1190473,12560,249
POI/1190475,12561,249
POI/1190490,12562,149
POI/1190491,12563,149
POI/1190494,12564,149
POI/1190526,12565,37
POI/1190687,12566,62
POI/1190710,12567,62
POI/1190718,12568,62
POI/1190735,12569,62
POI/1190738,12570,4
POI/1190739,12571,4
POI/1190740,12572,4
POI/1190741,12573,4
POI/1190742,12574,4
POI/1190743,12575,4
POI/1190744,12576,4
POI/1190745,12577,4
POI/1190748,12578,4
POI/1190749,12579,4
POI/1190788,12580,61
POI/1190802,12581,61
POI/1190805,12582,225
POI/1190820,12583,198
POI/1190824,12584,61
POI/1190828,12585,61
POI/1190830,12586,61
POI/1190860,12587,107
POI/1190902,12588,162
POI/1190922,12589,140
POI/1190925,12590,237
POI/1190926,12591,237
POI/1190979,12592,75
POI/1190985,12593,143
POI/1190988,12594,142
POI/1190992,12595,143
POI/1190993,12596,142
POI/1190995,12597,239
POI/1190996,12598,239
POI/1190998,12599,239
POI/1191003,12600,239
POI/1191004,12601,239
POI/1191005,12602,239
POI/1191007,12603,239
POI/1191015,12604,239
POI/1191016,12605,239
POI/1191018,12606,239
POI/1191021,12607,239
POI/1191022,12608,239
POI/1191025,12609,238
POI/1191047,12610,151
POI/1191052,12611,151
POI/1191053,12612,151
POI/1191056,12613,151
POI/1191121,12614,166
POI/1191122,12615,166
POI/1191123,12616,166
POI/1191124,12617,166
POI/1191125,12618,166
POI/1191126,12619,166
POI/1191127,12620,166
POI/1191284,12621,166
POI/1191288,12622,166
POI/1191294,12623,166
POI/1191301,12624,152
POI/1191310,12625,166
POI/1191311,12626,166
POI/1191420,12627,244
POI/1191452,12628,152
POI/1191453,12629,152
POI/1191455,12630,152
POI/1191457,12631,152
POI/1191458,12632,152
POI/1191459,12633,152
POI/1191460,12634,152
POI/1191461,12635,152
POI/1191477,12636,244
POI/1191482,12637,243
POI/1191494,12638,243
POI/1191498,12639,243
POI/1191606,12640,235
POI/1191688,12642,255
POI/1191733,12643,48
POI/1191929,12644,210
POI/1191930,12645,210
POI/1191989,12646,50
POI/1192040,12647,256
POI/1192044,12648,189
POI/1192045,12649,189
POI/1192064,12650,40
POI/1192076,12651,49
POI/1192130,12652,76
POI/1192149,12653,25
POI/1192153,12654,143
POI/1192154,12655,143
POI/948273,12656,135
POI/618577,12657,246
POI/407512,12658,228
POI/1176834,12659,53
POI/1183673,12661,228
POI/1187633,12662,140
POI/1189144,12663,231
POI/1060078,12664,27
POI/1081344,12666,49
POI/280655,12667,55
POI/326623,12668,108
POI/332696,12669,123
POI/1063148,12670,210
POI/1190863,12671,137
POI/802073,12672,250
POI/184919,12674,144
POI/627497,12675,161
POI/1191120,12676,166
POI/1192057,12677,234
POI/219190,12678,172
POI/328745,12680,160
POI/350759,12681,74
POI/566092,12682,36
POI/620785,12683,107
POI/626236,12684,189
POI/641905,12685,74
POI/649451,12686,244
POI/651517,12687,127
POI/715759,12688,226
POI/1065067,12689,210
POI/635,12690,113
POI/1350,12691,127
POI/5374,12692,221
POI/8490,12693,89
POI/8578,12694,79
POI/9076,12695,49
POI/10524,12696,52
POI/11681,12697,189
POI/12134,12698,221
POI/12807,12699,221
POI/12897,12700,40
POI/14160,12701,97
POI/15335,12702,40
POI/15615,12703,33
POI/18849,12704,40
POI/19678,12705,27
POI/20846,12706,33
POI/21662,12707,89
POI/22615,12708,61
POI/24107,12709,79
POI/24126,12710,79
POI/27550,12711,33
POI/29060,12712,55
POI/29065,12713,55
POI/29066,12714,55
POI/32413,12715,179
POI/53609,12716,187
POI/134086,12718,118
POI/134307,12720,118
POI/184372,12721,79
POI/184387,12722,79
POI/184421,12723,79
POI/184435,12724,113
POI/184619,12725,79
POI/184883,12726,144
POI/185532,12727,79
POI/185660,12728,122
POI/187777,12729,131
POI/187989,12730,131
POI/189246,12731,79
POI/189695,12732,144
POI/193253,12733,188
POI/193517,12734,61
POI/194173,12735,225
POI/194184,12736,17
POI/194750,12737,61
POI/196929,12738,123
POI/196930,12739,123
POI/198384,12740,85
POI/198786,12741,33
POI/198890,12742,188
POI/199099,12743,52
POI/199937,12744,79
POI/199959,12745,79
POI/200122,12746,79
POI/200203,12747,137
POI/200567,12748,52
POI/200741,12749,52
POI/200742,12750,52
POI/203678,12751,114
POI/203869,12752,181
POI/204144,12753,181
POI/204648,12754,181
POI/204773,12755,25
POI/204923,12756,25
POI/205090,12757,25
POI/205177,12758,25
POI/205188,12759,25
POI/205708,12760,114
POI/212741,12761,61
POI/212932,12762,17
POI/213077,12763,17
POI/213095,12764,17
POI/213217,12765,17
POI/213498,12766,61
POI/213635,12767,61
POI/213659,12768,61
POI/213693,12769,49
POI/213729,12770,61
POI/214050,12771,49
POI/216462,12772,64
POI/216490,12774,181
POI/217316,12775,181
POI/218347,12776,228
POI/226749,12777,204
POI/226832,12779,84
POI/248364,12781,84
POI/266711,12782,109
POI/280649,12784,55
POI/281879,12785,55
POI/297200,12786,19
POI/300260,12787,14
POI/301349,12788,19
POI/305347,12789,175
POI/316414,12790,130
POI/316519,12791,130
POI/316806,12792,130
POI/321439,12793,181
POI/322705,12794,79
POI/322844,12795,79
POI/326656,12796,29
POI/335746,12797,108
POI/336939,12798,123
POI/350768,12799,74
POI/350793,12800,21
POI/355046,12801,21
POI/355543,12802,123
POI/377021,12803,123
POI/402563,12804,227
POI/404120,12805,228
POI/404123,12806,228
POI/404390,12807,228
POI/406675,12808,228
POI/406676,12809,228
POI/408965,12810,228
POI/416767,12811,181
POI/418341,12812,107
POI/418505,12813,79
POI/418663,12814,211
POI/418759,12815,249
POI/419804,12816,158
POI/421231,12817,123
POI/426446,12818,149
POI/427198,12819,149
POI/435333,12820,123
POI/436531,12821,165
POI/437898,12822,178
POI/438058,12824,178
POI/439363,12825,165
POI/439783,12826,165
POI/439896,12827,165
POI/441982,12828,165
POI/443541,12829,89
POI/444515,12830,89
POI/444566,12831,89
POI/445222,12832,89
POI/445386,12833,89
POI/445456,12834,89
POI/445509,12835,89
POI/445545,12836,89
POI/452417,12837,144
POI/452595,12838,45
POI/460913,12839,155
POI/461475,12840,36
POI/478958,12841,225
POI/479229,12842,225
POI/479383,12843,225
POI/482990,12844,37
POI/483495,12845,225
POI/483568,12846,225
POI/483737,12847,225
POI/484332,12848,225
POI/484467,12849,61
POI/484688,12850,61
POI/485049,12851,61
POI/485311,12852,61
POI/485328,12853,61
POI/485744,12854,225
POI/492079,12855,155
POI/502095,12856,113
POI/502096,12857,113
POI/506414,12858,85
POI/519866,12859,188
POI/533819,12860,188
POI/536508,12861,61
POI/537746,12862,62
POI/538263,12863,62
POI/538286,12864,62
POI/538537,12865,62
POI/539614,12866,4
POI/539789,12867,4
POI/539915,12868,4
POI/539944,12869,4
POI/540045,12870,4
POI/540096,12871,4
POI/540119,12872,4
POI/540127,12873,4
POI/540135,12874,4
POI/540794,12875,232
POI/540923,12876,158
POI/541265,12877,225
POI/541898,12878,225
POI/542177,12879,61
POI/544211,12880,17
POI/544959,12881,17
POI/546418,12882,225
POI/546589,12883,61
POI/548042,12884,17
POI/548055,12885,17
POI/548841,12886,17
POI/550281,12887,49
POI/550893,12888,49
POI/551201,12889,49
POI/551758,12890,17
POI/553287,12891,49
POI/554078,12892,61
POI/554161,12893,61
POI/554524,12894,49
POI/554599,12895,61
POI/556039,12896,49
POI/556490,12897,49
POI/556597,12898,61
POI/556681,12899,97
POI/557088,12900,177
POI/558756,12901,225
POI/558891,12902,65
POI/558975,12903,61
POI/558991,12904,61
POI/559020,12905,61
POI/559123,12906,61
POI/559182,12907,66
POI/559238,12908,61
POI/559245,12909,177
POI/559339,12910,225
POI/559371,12911,61
POI/559382,12912,177
POI/559386,12913,177
POI/559583,12914,61
POI/560022,12915,225
POI/560361,12916,177
POI/562625,12917,37
POI/566096,12918,36
POI/567286,12919,181
POI/568009,12920,181
POI/569987,12921,181
POI/573519,12922,198
POI/574032,12923,181
POI/576917,12924,61
POI/579606,12925,249
POI/579769,12926,249
POI/579770,12927,249
POI/579920,12928,249
POI/580811,12929,249
POI/586733,12930,95
POI/618763,12931,68
POI/618815,12932,90
POI/618991,12933,90
POI/619081,12934,234
POI/619084,12935,234
POI/619102,12936,90
POI/619264,12937,246
POI/619916,12938,90
POI/620074,12939,68
POI/620432,12940,68
POI/620526,12941,186
POI/620670,12942,186
POI/620786,12943,107
POI/620964,12944,107
POI/621017,12945,107
POI/621058,12946,107
POI/621120,12947,107
POI/621348,12948,137
POI/621442,12949,170
POI/621629,12950,170
POI/621731,12951,164
POI/621880,12952,161
POI/622477,12953,68
POI/623171,12954,246
POI/623226,12955,100
POI/623609,12957,50
POI/623636,12958,48
POI/623936,12959,48
POI/624217,12960,48
POI/624782,12961,48
POI/625229,12962,170
POI/626328,12963,189
POI/627173,12964,162
POI/627552,12965,48
POI/627602,12966,48
POI/627865,12967,230
POI/629726,12968,237
POI/629981,12969,141
POI/630365,12970,140
POI/630372,12971,140
POI/630566,12972,141
POI/630706,12973,141
POI/631139,12974,237
POI/631499,12975,237
POI/631666,12976,236
POI/634036,12977,75
POI/634335,12978,236
POI/634532,12979,236
POI/634867,12980,236
POI/635242,12981,75
POI/635404,12982,142
POI/635478,12983,142
POI/635690,12984,142
POI/636181,12985,143
POI/636603,12986,239
POI/636947,12987,239
POI/636968,12988,239
POI/637013,12989,239
POI/638103,12990,238
POI/638230,12991,239
POI/638457,12992,238
POI/638475,12993,238
POI/638738,12994,238
POI/638922,12995,238
POI/638979,12996,151
POI/639048,12997,151
POI/639577,12998,151
POI/639768,12999,24
POI/639777,13000,24
POI/639932,13001,75
POI/639977,13002,75
POI/640028,13003,75
POI/640085,13004,75
POI/640195,13005,75
POI/640294,13006,75
POI/640566,13007,74
POI/641600,13008,74
POI/641932,13009,74
POI/641933,13010,74
POI/641934,13011,74
POI/641984,13012,74
POI/641996,13013,74
POI/641998,13014,74
POI/643188,13015,41
POI/643448,13016,41
POI/643562,13017,41
POI/644685,13018,42
POI/647188,13019,116
POI/647584,13020,116
POI/647585,13021,116
POI/647586,13022,116
POI/648856,13023,166
POI/648905,13024,166
POI/650961,13025,243
POI/652674,13026,168
POI/653335,13027,168
POI/655610,13028,159
POI/656032,13030,167
POI/656076,13031,167
POI/668825,13032,169
POI/676397,13033,220
POI/679275,13034,200
POI/679998,13035,200
POI/692412,13036,254
POI/692514,13038,254
POI/694707,13039,254
POI/697657,13040,87
POI/698259,13041,45
POI/698277,13042,45
POI/698280,13043,45
POI/698421,13044,45
POI/698618,13045,232
POI/698800,13046,232
POI/699241,13047,232
POI/699535,13048,170
POI/699579,13049,161
POI/699832,13050,195
POI/701687,13051,217
POI/703595,13052,80
POI/706391,13053,255
POI/706647,13054,255
POI/711072,13055,112
POI/711786,13056,255
POI/712169,13057,112
POI/712689,13058,112
POI/714810,13059,112
POI/714840,13060,112
POI/727075,13061,157
POI/736871,13063,83
POI/740537,13064,226
POI/751223,13065,83
POI/755986,13066,7
POI/774650,13067,129
POI/803416,13068,250
POI/807400,13069,248
POI/809482,13070,248
POI/858920,13071,197
POI/932619,13072,122
POI/937527,13073,215
POI/938176,13074,215
POI/940061,13075,130
POI/940085,13076,130
POI/940195,13077,130
POI/940218,13078,130
POI/985471,13079,192
POI/993533,13080,171
POI/995968,13082,92
POI/1004822,13083,92
POI/1012261,13084,252
POI/1012839,13086,252
POI/1036760,13087,46
POI/1038284,13089,20
POI/1039640,13091,202
POI/1039660,13092,202
POI/1062576,13093,210
POI/1064985,13094,210
POI/1072213,13095,68
POI/1072868,13096,237
POI/1073177,13097,17
POI/1073183,13098,17
POI/1074204,13099,233
POI/1077688,13100,200
POI/1088710,13101,164
POI/1102985,13102,181
POI/1190286,13103,49
POI/1190476,13104,249
POI/1190497,13105,165
POI/1191238,13106,116
POI/1192134,13107,17
POI/629596,13108,141
POI/15823,13109,79
POI/200124,13110,79
POI/200143,13111,79
POI/418412,13112,79
POI/452526,13113,231
POI/477778,13114,177
POI/540097,13115,4
POI/635427,13116,142
POI/635432,13117,142
POI/698143,13118,45
POI/698278,13119,45
POI/698282,13120,45
POI/699474,13121,137
POI/699475,13122,137
POI/706352,13123,255
POI/1062688,13124,210
POI/1078511,13125,55
POI/1190523,13126,45
POI/1191657,13127,45
POI/1191658,13128,45
POI/1192036,13129,181
POI/300627,13130,150
POI/300630,13131,150
POI/300633,13132,150
POI/300639,13133,150
POI/300641,13134,150
POI/300646,13135,150
POI/300651,13136,150
POI/300664,13137,150
POI/300668,13138,150
POI/300675,13139,150
POI/300680,13140,150
POI/300682,13141,150
POI/300685,13142,150
POI/302208,13143,150
POI/302214,13144,150
POI/302332,13145,150
POI/502190,13146,113
POI/619085,13147,234
POI/620026,13148,186
POI/620058,13149,186
POI/620059,13150,186
POI/620060,13151,186
POI/620062,13152,186
POI/621217,13153,107
POI/622293,13154,226
POI/622294,13155,226
POI/624833,13156,142
POI/628051,13157,161
POI/631230,13158,237
POI/631234,13159,237
POI/631250,13160,237
POI/631329,13161,237
POI/635338,13162,143
POI/635343,13163,143
POI/635344,13164,143
POI/671603,13165,235
POI/678023,13166,200
POI/678025,13167,200
POI/678026,13168,200
POI/678027,13169,200
POI/678029,13170,200
POI/678030,13171,200
POI/678059,13172,200
POI/678075,13173,200
POI/678076,13174,200
POI/678077,13175,200
POI/678078,13176,200
POI/678079,13177,200
POI/678081,13178,200
POI/762685,13179,145
POI/1073783,13180,186
POI/1078848,13181,202
POI/1106685,13182,202
POI/1116774,13183,220
POI/1190871,13184,226
POI/58,13185,230
POI/59,13186,230
POI/61,13187,161
POI/137,13188,162
POI/165,13189,230
POI/166,13190,163
POI/167,13191,163
POI/169,13192,100
POI/241,13193,161
POI/242,13194,161
POI/399,13195,230
POI/400,13196,161
POI/401,13197,230
POI/402,13198,161
POI/403,13199,100
POI/419,13200,162
POI/420,13201,161
POI/421,13202,161
POI/422,13203,161
POI/452,13204,162
POI/453,13205,230
POI/455,13206,162
POI/456,13207,230
POI/460,13208,162
POI/461,13209,162
POI/466,13210,170
POI/480,13211,162
POI/481,13212,162
POI/485,13213,162
POI/487,13214,230
POI/488,13215,230
POI/489,13216,230
POI/491,13217,161
POI/493,13218,161
POI/494,13219,161
POI/616,13220,161
POI/640,13221,161
POI/646,13222,161
POI/653,13223,161
POI/654,13224,161
POI/661,13225,230
POI/667,13226,230
POI/675,13227,230
POI/678,13228,161
POI/1172,13229,161
POI/1305,13230,66
POI/7963,13231,25
POI/27462,13232,44
POI/32787,13234,179
POI/39485,13235,245
POI/158326,13237,214
POI/169525,13239,191
POI/171712,13240,101
POI/179063,13242,172
POI/183932,13243,114
POI/185581,13244,79
POI/186064,13245,113
POI/189448,13246,211
POI/190483,13247,196
POI/190487,13248,196
POI/190489,13249,196
POI/190898,13250,196
POI/190899,13251,196
POI/190900,13252,196
POI/191161,13253,196
POI/193512,13254,61
POI/203518,13255,181
POI/204514,13256,181
POI/204809,13257,25
POI/254122,13258,109
POI/271221,13259,14
POI/275961,13260,55
POI/275999,13261,55
POI/282843,13262,55
POI/285491,13263,29
POI/290995,13264,29
POI/307771,13265,210
POI/319310,13266,129
POI/322999,13267,234
POI/326571,13268,108
POI/326649,13269,108
POI/337822,13270,55
POI/363658,13271,22
POI/364052,13272,22
POI/366182,13273,22
POI/371374,13274,162
POI/371375,13275,162
POI/374285,13276,67
POI/383305,13278,178
POI/383310,13279,178
POI/406640,13280,228
POI/407070,13281,228
POI/408736,13282,228
POI/408898,13283,228
POI/409015,13284,228
POI/409059,13285,228
POI/409121,13286,228
POI/410408,13287,26
POI/410803,13288,26
POI/418271,13289,107
POI/418272,13290,107
POI/418671,13291,41
POI/418876,13292,211
POI/419133,13293,125
POI/419169,13294,125
POI/419243,13295,125
POI/419257,13296,249
POI/420648,13297,123
POI/438457,13298,165
POI/438458,13299,165
POI/438567,13300,165
POI/438568,13301,165
POI/442311,13302,165
POI/458715,13303,37
POI/462768,13304,155
POI/478008,13305,177
POI/478314,13306,177
POI/487369,13307,89
POI/494629,13308,155
POI/497670,13309,155
